,gp,min,fga,fg,3pa,3p,fta,ft,oreb,dreb,target_5yrs,pts_per_min,ast_per_min,reb_per_min,blk_per_min,stl_per_min,tov_per_min
283,81,20.8,9.4,43.7,0.6,29.8,2.4,80.1,0.7,1.4,1,0.4951923076923077,0.17307692307692307,0.10096153846153846,0.0,0.038461538461538464,0.07211538461538461
284,50,19.6,7.2,39.7,0.0,0.0,1.7,58.1,1.6,3.3,1,0.34183673469387754,0.05612244897959184,0.25,0.03571428571428571,0.02040816326530612,0.086734693877551
285,80,19.5,4.4,45.4,0.5,27.9,1.5,77.7,0.5,1.8,1,0.2717948717948718,0.23076923076923078,0.11794871794871795,0.005128205128205128,0.046153846153846156,0.09743589743589744
286,75,18.7,6.7,46.7,0.0,33.3,1.9,67.6,2.4,4.7,1,0.40106951871657753,0.0374331550802139,0.37967914438502676,0.05882352941176471,0.04278074866310161,0.0748663101604278
287,67,18.2,6.3,40.8,1.0,32.9,1.7,83.3,0.5,1.3,1,0.37912087912087916,0.16483516483516483,0.09340659340659341,0.005494505494505495,0.03296703296703297,0.08791208791208792
288,82,17.8,3.5,56.2,0.0,0.0,2.1,61.4,1.3,2.3,1,0.29775280898876405,0.03932584269662921,0.20224719101123595,0.08426966292134831,0.028089887640449437,0.05056179775280899
289,64,17.3,6.9,49.0,0.1,22.2,1.6,66.3,1.1,2.2,1,0.45664739884393063,0.06936416184971098,0.1907514450867052,0.023121387283236993,0.017341040462427744,0.05202312138728324
290,68,15.1,4.6,58.1,0.0,0.0,1.8,72.7,1.5,2.8,1,0.4370860927152318,0.033112582781456956,0.27814569536423844,0.033112582781456956,0.033112582781456956,0.09271523178807947
291,77,15.0,5.1,54.5,0.0,0.0,1.6,58.7,2.1,2.2,1,0.43333333333333335,0.04666666666666666,0.2866666666666667,0.04,0.03333333333333333,0.08
292,68,14.8,5.5,45.6,0.2,8.3,2.2,74.3,1.1,2.4,1,0.4459459459459459,0.08783783783783784,0.23648648648648649,0.013513513513513514,0.020270270270270268,0.06756756756756756
293,77,14.3,4.0,47.6,0.0,0.0,2.2,63.2,1.1,2.4,1,0.36363636363636365,0.03496503496503496,0.24475524475524474,0.027972027972027972,0.020979020979020976,0.07692307692307693
294,66,14.2,3.1,47.1,0.0,0.0,2.1,69.3,1.1,1.9,1,0.3098591549295775,0.05633802816901409,0.20422535211267606,0.014084507042253523,0.04225352112676056,0.04929577464788732
295,67,13.6,4.7,42.3,0.4,25.0,0.7,72.9,1.0,1.6,0,0.338235294117647,0.1323529411764706,0.1911764705882353,0.022058823529411766,0.04411764705882353,0.0661764705882353
296,65,13.5,4.2,47.6,0.0,0.0,2.1,68.7,1.2,2.3,1,0.4,0.02962962962962963,0.2518518518518518,0.022222222222222223,0.022222222222222223,0.08888888888888889
297,65,13.2,5.0,41.3,0.3,35.0,1.0,76.9,0.6,1.0,0,0.3787878787878788,0.08333333333333334,0.12121212121212123,0.022727272727272728,0.05303030303030303,0.060606060606060615
298,62,13.2,3.2,52.7,0.0,0.0,1.2,63.9,1.1,2.3,1,0.31818181818181823,0.030303030303030307,0.26515151515151514,0.007575757575757577,0.022727272727272728,0.06818181818181819
299,64,13.1,4.7,45.0,0.3,23.5,1.7,70.1,0.7,1.0,0,0.41984732824427484,0.09923664122137406,0.1297709923664122,0.0076335877862595426,0.03053435114503817,0.06870229007633588
300,59,12.9,4.4,54.4,0.0,0.0,1.3,64.9,1.2,1.7,1,0.4341085271317829,0.07751937984496124,0.22480620155038758,0.03875968992248062,0.023255813953488372,0.07751937984496124
301,70,18.2,4.3,65.9,0.0,0.0,2.8,62.6,1.4,3.0,0,0.40659340659340665,0.049450549450549455,0.2417582417582418,0.04395604395604396,0.038461538461538464,0.06043956043956045
302,62,11.5,5.3,44.1,0.8,32.0,1.0,79.7,0.7,1.0,1,0.5043478260869565,0.0608695652173913,0.14782608695652175,0.008695652173913044,0.034782608695652174,0.0782608695652174
303,35,11.0,4.1,39.3,0.0,0.0,1.5,35.3,1.0,1.9,0,0.34545454545454546,0.045454545454545456,0.2636363636363636,0.018181818181818184,0.018181818181818184,0.1
304,42,11.0,3.6,38.0,0.2,33.3,0.7,75.0,0.3,0.5,0,0.3,0.09090909090909091,0.07272727272727274,0.009090909090909092,0.05454545454545454,0.06363636363636363
305,59,10.7,4.7,41.1,0.4,4.5,1.3,86.8,0.6,0.6,1,0.4672897196261683,0.04672897196261683,0.11214953271028037,0.009345794392523366,0.028037383177570093,0.07476635514018692
306,45,10.4,4.1,48.6,0.1,0.0,0.3,60.0,0.7,1.0,0,0.40384615384615385,0.05769230769230769,0.16346153846153846,0.019230769230769232,0.019230769230769232,0.038461538461538464
307,67,9.5,4.9,42.6,0.9,28.3,0.6,78.9,0.4,0.7,1,0.5157894736842106,0.09473684210526316,0.12631578947368421,0.010526315789473684,0.042105263157894736,0.07368421052631578
308,60,8.7,3.4,46.8,0.0,0.0,1.0,69.0,0.6,0.8,1,0.4367816091954023,0.08045977011494253,0.1724137931034483,0.034482758620689655,0.034482758620689655,0.06896551724137931
309,41,8.3,2.9,42.7,0.0,0.0,0.9,75.0,0.6,0.7,0,0.37349397590361444,0.13253012048192772,0.1686746987951807,0.0,0.03614457831325301,0.07228915662650602
310,62,8.0,3.3,43.6,0.0,0.0,1.1,74.6,0.6,1.3,1,0.4625,0.05,0.2375,0.0125,0.0125,0.075
311,43,6.7,3.1,37.8,0.3,20.0,1.5,63.6,0.3,0.7,0,0.5074626865671642,0.11940298507462686,0.14925373134328357,0.014925373134328358,0.04477611940298507,0.11940298507462686
312,53,10.1,1.7,45.5,0.0,0.0,1.0,60.8,0.7,1.5,0,0.20792079207920794,0.0297029702970297,0.21782178217821785,0.0594059405940594,0.009900990099009901,0.0594059405940594
313,54,6.0,2.5,33.8,0.8,31.0,0.5,63.0,0.1,0.5,0,0.3833333333333333,0.09999999999999999,0.09999999999999999,0.0,0.03333333333333333,0.08333333333333333
314,50,35.4,16.3,47.4,0.1,0.0,6.1,73.9,2.5,6.5,0,0.5649717514124294,0.05649717514124294,0.2542372881355932,0.059322033898305086,0.03107344632768362,0.096045197740113
315,82,33.0,14.3,49.0,0.1,20.0,4.4,68.7,3.7,4.2,1,0.5181818181818182,0.07272727272727272,0.24242424242424243,0.015151515151515152,0.03636363636363636,0.09090909090909091
316,81,30.6,12.5,49.6,0.0,0.0,5.0,48.1,2.1,6.7,1,0.4869281045751634,0.09477124183006536,0.2908496732026144,0.016339869281045753,0.042483660130718956,0.1111111111111111
317,81,28.1,12.4,51.5,0.0,0.0,2.9,68.4,2.4,4.9,1,0.5231316725978647,0.03558718861209964,0.25622775800711745,0.01779359430604982,0.014234875444839857,0.08185053380782917
318,79,26.4,8.4,49.0,0.0,33.3,3.9,74.6,2.0,5.6,1,0.42045454545454547,0.03787878787878788,0.2878787878787879,0.0984848484848485,0.030303030303030307,0.06818181818181819
319,55,25.3,11.3,46.3,0.5,18.5,3.8,89.6,0.8,1.3,1,0.5533596837944664,0.07509881422924901,0.08300395256916997,0.015810276679841896,0.05138339920948617,0.05533596837944663
320,81,25.0,11.5,46.8,0.3,28.0,2.9,55.7,1.1,1.4,1,0.5,0.08,0.10400000000000001,0.004,0.032,0.076
321,82,23.9,7.3,48.1,0.2,31.3,2.9,79.8,0.7,0.7,1,0.39330543933054396,0.200836820083682,0.06276150627615062,0.004184100418410042,0.03347280334728034,0.0794979079497908
322,82,17.3,4.9,42.6,0.0,0.0,2.4,73.0,1.4,2.9,0,0.3468208092485549,0.06358381502890173,0.24855491329479767,0.028901734104046242,0.028901734104046242,0.06358381502890173
323,77,23.0,7.0,51.9,0.0,0.0,3.5,66.2,3.3,5.3,1,0.41739130434782606,0.07391304347826087,0.3739130434782609,0.017391304347826087,0.0391304347826087,0.09999999999999999
324,82,20.7,6.3,50.7,0.0,0.0,3.1,60.7,2.1,3.6,1,0.4009661835748793,0.033816425120772944,0.2753623188405797,0.03864734299516909,0.024154589371980676,0.06763285024154589
325,58,20.6,6.6,46.6,0.2,22.2,1.7,78.1,2.0,4.1,0,0.3592233009708738,0.058252427184466014,0.2961165048543689,0.029126213592233007,0.024271844660194174,0.06310679611650485
326,80,20.0,5.7,55.8,0.0,0.0,3.2,67.3,1.2,2.7,1,0.425,0.05500000000000001,0.195,0.025,0.045,0.095
327,82,18.8,4.7,53.9,0.1,16.7,2.0,61.1,2.0,2.7,1,0.3404255319148936,0.03723404255319149,0.24468085106382975,0.031914893617021274,0.031914893617021274,0.06382978723404255
328,71,18.6,3.9,45.6,0.0,0.0,2.3,53.1,1.6,2.5,1,0.25268817204301075,0.03225806451612903,0.2204301075268817,0.005376344086021505,0.02150537634408602,0.06451612903225806
329,64,17.1,6.7,46.9,0.1,0.0,2.2,64.7,1.7,2.6,1,0.4502923976608187,0.017543859649122806,0.25146198830409355,0.005847953216374269,0.029239766081871343,0.06432748538011696
330,79,15.6,5.2,48.3,0.1,18.2,3.5,78.5,0.3,1.2,1,0.5,0.27564102564102566,0.10256410256410257,0.006410256410256411,0.06410256410256411,0.12820512820512822
331,79,15.4,5.7,47.4,0.5,31.0,2.0,80.6,0.4,1.0,1,0.461038961038961,0.16233766233766234,0.09740259740259741,0.0,0.06493506493506493,0.08441558441558442
332,34,17.1,6.3,42.7,2.1,31.0,1.7,59.6,1.1,2.2,0,0.4093567251461988,0.029239766081871343,0.19298245614035084,0.029239766081871343,0.029239766081871343,0.07017543859649122
333,71,16.5,4.4,45.7,0.9,31.1,1.0,61.1,0.3,1.6,0,0.296969696969697,0.17575757575757575,0.11515151515151514,0.006060606060606061,0.05454545454545455,0.08484848484848484
334,78,15.0,3.9,47.2,0.1,9.1,1.6,61.9,1.2,1.9,0,0.31333333333333335,0.07333333333333333,0.20666666666666667,0.05333333333333334,0.06666666666666667,0.08
335,76,14.9,4.6,48.1,0.5,27.0,1.2,78.5,0.6,1.2,0,0.36912751677852346,0.2348993288590604,0.11409395973154361,0.0,0.06040268456375839,0.09395973154362415
336,80,14.8,4.3,46.5,0.0,0.0,1.6,72.3,1.4,3.3,1,0.35135135135135137,0.040540540540540536,0.31756756756756754,0.02702702702702703,0.020270270270270268,0.08783783783783784
337,68,12.7,5.5,40.9,0.3,17.6,1.2,58.3,0.7,0.9,0,0.40944881889763785,0.07086614173228346,0.13385826771653545,0.007874015748031498,0.03149606299212599,0.07086614173228346
338,64,12.7,3.3,52.8,0.0,0.0,1.3,43.5,1.4,2.4,0,0.3228346456692913,0.023622047244094488,0.2992125984251969,0.023622047244094488,0.015748031496062995,0.07086614173228346
339,64,12.7,3.3,52.8,0.0,0.0,1.3,43.5,1.4,2.4,0,0.3228346456692913,0.023622047244094488,0.2992125984251969,0.023622047244094488,0.015748031496062995,0.07086614173228346
340,53,10.8,2.1,60.4,0.0,0.0,0.8,42.5,0.9,1.9,0,0.25925925925925924,0.027777777777777776,0.25925925925925924,0.037037037037037035,0.037037037037037035,0.037037037037037035
341,66,10.5,4.5,48.0,0.1,0.0,0.8,85.2,0.6,0.9,0,0.47619047619047616,0.0761904761904762,0.14285714285714285,0.009523809523809525,0.02857142857142857,0.08571428571428572
342,77,16.0,4.4,38.4,2.3,32.0,0.5,75.6,0.2,1.4,0,0.28125,0.05625,0.1,0.0125,0.025,0.0375
343,45,10.4,4.1,40.8,0.3,20.0,0.4,60.0,0.1,0.9,0,0.3557692307692308,0.17307692307692307,0.09615384615384615,0.009615384615384616,0.038461538461538464,0.10576923076923077
344,45,10.2,4.0,38.3,0.2,11.1,0.8,51.4,0.3,0.4,0,0.3431372549019608,0.14705882352941177,0.06862745098039216,0.009803921568627453,0.07843137254901962,0.08823529411764706
345,64,10.0,3.5,45.5,0.1,0.0,1.6,72.8,0.2,0.8,1,0.43,0.12,0.1,0.01,0.04,0.06999999999999999
346,55,9.2,2.9,44.4,0.0,50.0,1.9,55.8,0.7,0.8,1,0.4021739130434783,0.1739130434782609,0.16304347826086957,0.03260869565217391,0.08695652173913045,0.09782608695652174
347,57,8.5,4.1,44.2,0.1,20.0,0.9,92.6,0.4,0.6,1,0.5294117647058824,0.10588235294117647,0.11764705882352941,0.011764705882352941,0.047058823529411764,0.07058823529411765
348,36,7.6,2.4,55.7,0.0,0.0,1.0,66.7,0.4,0.7,0,0.4473684210526316,0.026315789473684213,0.14473684210526316,0.026315789473684213,0.013157894736842106,0.06578947368421052
349,57,7.6,2.8,36.4,0.1,25.0,1.2,92.9,0.2,0.6,1,0.4210526315789474,0.15789473684210525,0.10526315789473685,0.013157894736842106,0.039473684210526314,0.11842105263157895
350,48,6.9,3.1,40.7,0.0,0.0,0.8,79.5,0.8,1.3,1,0.463768115942029,0.043478260869565216,0.2898550724637681,0.028985507246376812,0.014492753623188406,0.11594202898550725
351,75,15.1,3.4,30.8,1.4,26.4,0.6,64.4,0.3,1.1,0,0.18543046357615894,0.21192052980132453,0.09271523178807947,0.006622516556291392,0.05960264900662252,0.07947019867549669
352,82,38.3,19.8,51.5,0.6,17.3,9.1,84.5,2.0,4.5,1,0.7362924281984334,0.15404699738903396,0.16971279373368148,0.02088772845953003,0.06266318537859009,0.09138381201044388
353,80,31.1,11.5,47.0,0.1,0.0,4.2,76.7,1.9,2.2,1,0.4533762057877813,0.09967845659163987,0.12861736334405144,0.003215434083601286,0.03858520900321543,0.08038585209003216
354,76,29.2,7.3,53.7,0.0,0.0,3.0,71.1,2.7,5.9,1,0.3424657534246575,0.0958904109589041,0.2945205479452055,0.09246575342465754,0.023972602739726026,0.07876712328767123
355,82,28.6,9.5,54.5,0.1,16.7,4.9,73.3,3.2,5.3,1,0.4895104895104895,0.06643356643356643,0.3006993006993007,0.03496503496503496,0.04195804195804195,0.08741258741258741
356,82,28.3,9.0,47.1,0.4,25.0,3.0,82.0,2.3,5.1,1,0.38869257950530034,0.05653710247349823,0.26148409893992935,0.028268551236749116,0.028268551236749116,0.04240282685512367
357,80,25.8,7.8,44.6,0.3,20.0,2.1,82.9,0.4,1.7,1,0.34108527131782945,0.17054263565891473,0.08139534883720931,0.003875968992248062,0.050387596899224806,0.08139534883720931
358,79,24.7,9.0,51.1,0.0,0.0,1.8,78.4,2.0,3.8,1,0.4291497975708502,0.020242914979757085,0.23076923076923078,0.04453441295546559,0.020242914979757085,0.06072874493927126
359,82,23.4,8.4,60.0,0.0,0.0,4.5,62.0,2.3,4.5,1,0.5470085470085471,0.05982905982905983,0.2905982905982906,0.021367521367521368,0.017094017094017096,0.09829059829059829
360,82,21.8,8.4,46.7,0.1,22.2,2.2,65.7,2.2,4.2,1,0.42660550458715596,0.01834862385321101,0.29357798165137616,0.027522935779816512,0.01834862385321101,0.05963302752293578
361,75,21.5,5.3,54.3,0.0,0.0,1.8,73.7,1.7,3.5,1,0.3302325581395349,0.03255813953488372,0.24186046511627907,0.018604651162790697,0.027906976744186046,0.051162790697674425
362,79,21.3,7.6,49.8,0.1,36.4,2.1,73.4,1.5,1.9,1,0.43192488262910794,0.16431924882629106,0.1596244131455399,0.01408450704225352,0.07511737089201878,0.09859154929577466
363,78,20.3,6.2,55.7,0.0,0.0,3.4,71.5,1.9,3.2,1,0.458128078817734,0.04926108374384236,0.25123152709359603,0.019704433497536946,0.009852216748768473,0.07389162561576354
364,78,20.1,5.8,52.0,0.1,0.0,3.6,64.8,1.8,3.3,1,0.417910447761194,0.07960199004975124,0.25373134328358204,0.03980099502487562,0.029850746268656712,0.08955223880597014
365,78,20.1,5.8,52.0,0.1,0.0,3.6,64.8,1.8,3.3,0,0.417910447761194,0.07960199004975124,0.25373134328358204,0.03980099502487562,0.029850746268656712,0.08955223880597014
366,78,20.1,5.8,52.0,0.1,0.0,3.6,64.8,1.8,3.3,0,0.417910447761194,0.07960199004975124,0.25373134328358204,0.03980099502487562,0.029850746268656712,0.08955223880597014
367,29,16.4,4.2,31.7,2.1,31.1,0.8,50.0,0.3,1.1,1,0.225609756097561,0.08536585365853659,0.08536585365853659,0.012195121951219514,0.03658536585365854,0.06097560975609757
368,29,16.4,4.2,31.7,2.1,31.1,0.8,50.0,0.3,1.1,0,0.225609756097561,0.08536585365853659,0.08536585365853659,0.012195121951219514,0.03658536585365854,0.06097560975609757
369,29,16.4,4.2,31.7,2.1,31.1,0.8,50.0,0.3,1.1,0,0.225609756097561,0.08536585365853659,0.08536585365853659,0.012195121951219514,0.03658536585365854,0.06097560975609757
370,72,19.8,5.2,45.4,0.0,0.0,1.3,85.9,1.2,1.8,1,0.29292929292929293,0.07575757575757576,0.15151515151515152,0.005050505050505051,0.020202020202020204,0.06565656565656566
371,82,19.3,5.7,46.0,0.1,0.0,2.1,67.8,1.8,1.7,1,0.34196891191709844,0.09844559585492227,0.18134715025906736,0.0051813471502590676,0.03626943005181347,0.07253886010362694
372,62,19.3,6.0,52.8,0.1,33.3,2.1,78.9,1.3,2.5,1,0.41450777202072536,0.06735751295336788,0.1917098445595855,0.06735751295336788,0.025906735751295335,0.08808290155440414
373,78,18.7,6.1,45.3,0.9,35.1,1.7,75.4,0.5,1.4,1,0.37967914438502676,0.16577540106951874,0.10160427807486631,0.005347593582887701,0.053475935828877004,0.0748663101604278
374,75,18.7,5.9,47.0,0.0,0.0,2.6,47.4,1.4,3.0,1,0.36363636363636365,0.026737967914438502,0.23529411764705885,0.026737967914438502,0.026737967914438502,0.10160427807486631
375,82,18.2,4.1,47.1,0.1,18.2,2.4,73.6,0.3,1.0,1,0.3076923076923077,0.2802197802197802,0.07142857142857144,0.005494505494505495,0.07142857142857144,0.09890109890109891
376,74,17.3,6.2,45.9,0.3,16.0,1.7,81.0,0.5,1.0,0,0.4104046242774566,0.09826589595375722,0.08670520231213873,0.011560693641618497,0.03468208092485549,0.06358381502890173
377,74,17.0,3.9,46.0,0.2,18.8,1.0,71.1,0.5,1.3,0,0.25882352941176473,0.17058823529411765,0.10588235294117647,0.011764705882352941,0.058823529411764705,0.07647058823529412
378,54,17.0,4.3,49.8,0.0,0.0,2.3,54.1,1.6,3.3,1,0.3235294117647059,0.01764705882352941,0.2882352941176471,0.01764705882352941,0.023529411764705882,0.07058823529411765
379,74,15.1,4.6,47.8,0.0,0.0,1.0,73.3,1.2,2.5,0,0.33774834437086093,0.033112582781456956,0.2384105960264901,0.013245033112582783,0.013245033112582783,0.06622516556291391
380,36,14.4,5.4,43.1,0.1,50.0,1.4,82.0,1.1,1.4,1,0.40277777777777773,0.0625,0.16666666666666666,0.01388888888888889,0.020833333333333332,0.0625
381,78,14.3,3.9,49.2,0.1,0.0,1.6,66.9,1.0,2.4,1,0.34265734265734266,0.09090909090909091,0.23076923076923075,0.013986013986013986,0.027972027972027972,0.09090909090909091
382,67,13.3,2.7,58.9,0.0,0.0,1.2,39.8,1.0,2.6,0,0.2781954887218045,0.06015037593984962,0.2706766917293233,0.06015037593984962,0.03759398496240601,0.06766917293233082
383,59,12.8,4.6,41.6,0.1,0.0,1.7,70.6,0.8,1.3,0,0.39843749999999994,0.10937499999999999,0.1640625,0.015625,0.023437499999999997,0.1015625
384,77,12.4,4.8,47.8,0.0,0.0,2.4,64.6,1.2,1.4,1,0.4919354838709677,0.06451612903225806,0.21774193548387097,0.03225806451612903,0.04838709677419355,0.07258064516129033
385,53,12.3,1.6,32.6,0.0,0.0,0.7,56.4,1.0,2.1,0,0.12195121951219512,0.03252032520325203,0.25203252032520324,0.06504065040650406,0.016260162601626015,0.06504065040650406
386,60,11.9,2.4,48.6,0.0,0.0,1.1,75.8,0.7,1.7,1,0.2689075630252101,0.04201680672268907,0.21008403361344538,0.04201680672268907,0.01680672268907563,0.10084033613445377
387,56,11.2,4.7,49.6,0.0,0.0,1.3,80.0,0.7,0.9,1,0.5,0.03571428571428572,0.14285714285714288,0.00892857142857143,0.044642857142857144,0.10714285714285715
388,63,10.8,4.6,38.3,0.1,22.2,0.8,75.5,0.4,0.6,0,0.3796296296296296,0.12962962962962962,0.09259259259259259,0.009259259259259259,0.046296296296296294,0.10185185185185186
389,66,10.6,3.5,39.7,0.1,25.0,1.4,70.7,0.8,1.2,0,0.3584905660377358,0.03773584905660378,0.18867924528301888,0.01886792452830189,0.01886792452830189,0.07547169811320756
390,51,10.5,3.7,44.0,0.0,0.0,0.7,75.0,0.8,0.8,0,0.3619047619047619,0.06666666666666667,0.1523809523809524,0.01904761904761905,0.01904761904761905,0.05714285714285714
391,60,9.2,4.0,36.7,0.0,0.0,0.9,50.9,0.7,0.9,0,0.3695652173913044,0.04347826086956522,0.1739130434782609,0.010869565217391306,0.04347826086956522,0.07608695652173914
392,59,9.1,3.6,37.3,0.1,0.0,0.9,76.5,0.6,0.7,1,0.3626373626373626,0.09890109890109891,0.14285714285714288,0.02197802197802198,0.054945054945054944,0.06593406593406594
393,51,9.0,3.8,48.2,0.0,0.0,1.3,64.2,0.6,0.8,0,0.5,0.03333333333333333,0.15555555555555556,0.03333333333333333,0.022222222222222223,0.07777777777777778
394,47,8.9,4.0,38.3,0.0,0.0,1.6,68.8,0.2,0.4,0,0.47191011235955055,0.0449438202247191,0.06741573033707865,0.011235955056179775,0.056179775280898875,0.07865168539325842
395,38,7.1,3.5,37.3,0.8,13.3,0.7,69.2,0.1,0.4,1,0.45070422535211274,0.16901408450704225,0.07042253521126761,0.0,0.028169014084507046,0.09859154929577464
396,43,7.1,2.2,41.5,0.0,0.0,0.6,52.0,0.6,0.8,0,0.295774647887324,0.08450704225352113,0.19718309859154928,0.014084507042253523,0.028169014084507046,0.05633802816901409
397,39,6.9,1.3,41.2,0.0,0.0,0.5,50.0,0.5,1.5,0,0.18840579710144928,0.043478260869565216,0.27536231884057966,0.043478260869565216,0.028985507246376812,0.057971014492753624
398,39,6.0,3.2,41.9,0.3,36.4,0.8,67.7,0.4,0.5,0,0.5499999999999999,0.11666666666666665,0.15,0.016666666666666666,0.016666666666666666,0.13333333333333333
399,38,4.7,1.8,38.8,0.1,0.0,0.4,88.2,0.2,0.3,1,0.3829787234042553,0.14893617021276595,0.1276595744680851,0.0,0.02127659574468085,0.10638297872340426
400,82,32.8,16.7,52.3,0.0,25.0,5.3,66.1,3.6,7.6,1,0.6402439024390244,0.06097560975609757,0.3384146341463415,0.07317073170731708,0.02439024390243903,0.10975609756097562
401,81,30.0,10.1,48.0,0.2,18.8,3.0,75.3,1.4,5.5,1,0.4,0.07,0.23,0.02666666666666667,0.030000000000000002,0.06666666666666667
402,80,27.0,7.0,46.9,0.0,0.0,2.5,73.0,0.8,1.7,1,0.3111111111111111,0.3074074074074074,0.09259259259259259,0.007407407407407408,0.05555555555555555,0.1259259259259259
403,79,26.3,8.5,49.9,0.1,25.0,3.2,73.1,2.2,3.5,1,0.41064638783269963,0.08365019011406845,0.21673003802281368,0.026615969581749048,0.026615969581749048,0.057034220532319393
404,52,12.8,4.3,35.6,1.0,24.5,1.3,63.8,0.9,2.0,1,0.328125,0.023437499999999997,0.234375,0.0078125,0.03125,0.0703125
405,82,25.9,10.9,44.8,0.4,24.1,3.5,74.2,1.7,2.3,1,0.4787644787644788,0.0888030888030888,0.15444015444015444,0.0038610038610038615,0.0501930501930502,0.06563706563706564
406,81,24.8,7.3,51.2,0.0,0.0,1.4,75.2,1.4,4.3,1,0.34274193548387094,0.06451612903225806,0.22983870967741934,0.06048387096774193,0.020161290322580645,0.05241935483870968
407,81,24.4,11.3,44.4,0.9,32.4,2.1,82.6,0.7,1.2,1,0.4959016393442623,0.0778688524590164,0.0778688524590164,0.00819672131147541,0.012295081967213115,0.05737704918032787
408,81,23.9,6.7,46.2,0.1,16.7,4.0,78.5,0.9,1.8,1,0.38912133891213396,0.16317991631799164,0.11297071129707115,0.01673640167364017,0.06694560669456068,0.08786610878661089
409,80,23.2,4.6,49.6,0.0,0.0,1.5,59.0,2.2,4.1,1,0.23706896551724138,0.03879310344827586,0.26724137931034486,0.07758620689655173,0.017241379310344827,0.06034482758620689
410,74,22.1,9.3,48.4,0.5,23.5,1.9,80.6,0.7,1.5,1,0.4796380090497737,0.10859728506787329,0.0995475113122172,0.013574660633484162,0.0497737556561086,0.07239819004524886
411,82,21.1,8.1,46.7,0.5,23.1,1.8,77.2,1.5,2.3,0,0.42654028436018954,0.07109004739336493,0.1800947867298578,0.023696682464454975,0.037914691943127965,0.042654028436018954
412,82,20.9,5.5,44.3,0.3,11.5,1.2,67.3,0.6,1.5,1,0.27272727272727276,0.13875598086124402,0.10047846889952154,0.014354066985645933,0.05741626794258373,0.06698564593301436
413,79,19.4,5.1,53.6,0.1,25.0,2.2,83.7,1.3,2.6,1,0.37628865979381443,0.061855670103092786,0.1958762886597938,0.025773195876288662,0.03608247422680413,0.06701030927835053
414,80,17.8,7.3,44.8,1.1,26.2,1.9,78.7,0.5,1.0,0,0.4662921348314607,0.12359550561797754,0.08426966292134831,0.0056179775280898875,0.03932584269662921,0.07865168539325842
415,31,12.6,2.7,45.8,0.0,0.0,1.0,65.6,1.2,2.9,0,0.24603174603174605,0.015873015873015876,0.32539682539682535,0.05555555555555555,0.015873015873015876,0.047619047619047616
416,73,17.6,6.7,44.5,0.5,24.3,1.0,88.9,0.3,0.9,1,0.39204545454545453,0.18749999999999997,0.06818181818181818,0.0,0.022727272727272728,0.0625
417,82,17.2,6.8,45.1,0.0,25.0,2.1,72.8,1.4,1.5,1,0.4476744186046512,0.11046511627906977,0.1686046511627907,0.01744186046511628,0.07558139534883722,0.0872093023255814
418,72,16.9,5.6,46.4,0.2,9.1,1.5,72.7,0.8,1.3,0,0.3727810650887574,0.10650887573964499,0.12426035502958581,0.00591715976331361,0.04733727810650888,0.0591715976331361
419,82,16.1,6.3,41.7,0.2,26.7,3.2,79.1,0.9,1.1,1,0.4906832298136646,0.21739130434782608,0.12422360248447203,0.012422360248447204,0.09937888198757763,0.14906832298136644
420,78,15.9,3.3,41.3,0.2,11.1,1.8,77.7,0.4,1.2,0,0.2641509433962264,0.21383647798742136,0.10062893081761007,0.006289308176100629,0.07547169811320754,0.0880503144654088
421,67,15.8,7.4,45.6,0.4,41.4,1.8,71.9,1.6,2.1,1,0.5189873417721518,0.05063291139240506,0.23417721518987342,0.006329113924050633,0.03797468354430379,0.07594936708860758
422,75,15.7,5.4,44.1,0.1,0.0,1.8,71.4,1.2,1.3,1,0.3885350318471337,0.1464968152866242,0.15923566878980894,0.012738853503184714,0.03184713375796178,0.08280254777070065
423,78,13.7,4.1,50.3,0.1,40.0,0.6,60.9,0.2,0.7,1,0.3284671532846716,0.06569343065693431,0.06569343065693431,0.0,0.014598540145985403,0.029197080291970805
424,49,13.6,4.7,43.9,0.0,0.0,1.6,71.4,1.2,2.4,1,0.3823529411764706,0.03676470588235294,0.2647058823529412,0.022058823529411766,0.029411764705882356,0.08823529411764706
425,78,13.3,3.1,51.7,0.0,0.0,0.7,60.8,0.8,2.1,1,0.2706766917293233,0.06015037593984962,0.21804511278195488,0.08270676691729323,0.022556390977443608,0.06015037593984962
426,38,12.5,4.7,41.6,2.1,37.5,0.9,67.6,0.2,1.1,0,0.424,0.055999999999999994,0.10400000000000001,0.008,0.032,0.07200000000000001
427,55,12.5,5.7,45.9,0.3,26.3,1.1,77.0,0.7,0.9,0,0.496,0.10400000000000001,0.128,0.008,0.024,0.064
428,40,11.7,5.4,50.9,0.1,0.0,1.2,85.1,0.5,0.6,0,0.5555555555555556,0.10256410256410256,0.10256410256410256,0.0,0.042735042735042736,0.06837606837606838
429,47,11.1,2.6,38.8,0.0,0.0,1.1,70.0,1.0,1.5,0,0.24324324324324326,0.08108108108108109,0.21621621621621623,0.036036036036036036,0.018018018018018018,0.06306306306306306
430,45,10.3,3.3,41.9,0.2,12.5,0.6,82.1,0.4,0.5,1,0.3203883495145631,0.08737864077669903,0.08737864077669903,0.0,0.029126213592233007,0.06796116504854369
